project_name	ID_EIA	type	latitude	longitude	region	state	state_fips	state_name	year	capacity_DC_kW	capacity_AC_kW	inverter_loading_ratio	mount_type	tracking_type	tilt	azimuth	average_global_horizontal_irradiance	capacity_factor_average	tech_class_primary	tech_class_secondary	storage_flag	storage_year	storage_capacity	storage_energy	storage_tech	hybrid_flag	hybrid_tech	duplicate	sub_id	interconnect_x	point_of_interconnect	interconnect_y
New Orleans Solar Station	64307.0	UPV	30.015019	-89.917857	MISO	LA	22	Louisiana	2020	27000.0	20000.0	1.35	Fixed Tilt	['Fixed']	20.0	180.0	4.6534623288		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	30839	Eastern	distribution-primary	Eastern
Caden Energix Rives Road Solar	63087.0	UPV	37.174816	-77.337241	PJM	VA	51	Virginia	2020	20900.0	19700.0	1.0609137055837563	Tracking	['Single']		181.0	4.3317657534		PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	10136	Eastern	distribution-primary	Eastern
Grandy PV 1	59518.0	UPV	36.233943	-75.880018	PJM	NC	37	North Carolina	2020	25000.0	18000.0	1.3888888888888888	Fixed Tilt	['Fixed']		182.0	4.4227954338		PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	10546	Eastern	distribution-primary	Eastern
Underwood PV2	60998.0	UPV	36.410021	-77.047601	PJM	NC	37	North Carolina	2020	20000.0	16000.0	1.25	Fixed Tilt	['Fixed']		181.0	4.3886335616		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	10361	Eastern	distribution-primary	Eastern
Boykin PV1	59996.0	UPV	35.112431	-78.752341	Southeast (non-ISO)	NC	37	North Carolina	2020	20000.0	16000.0	1.25	Tracking	['Single']		180.0	4.5056550228		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	10532	Eastern	distribution-primary	Eastern
Caden Energix Pamplin	63083.0	UPV	37.329361	-78.765911	PJM	VA	51	Virginia	2020	19800.0	15700.0	1.2611464968152868	Tracking	['Single']		180.0	4.313386758		PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	9160	Eastern	distribution-primary	Eastern
Myrtle Solar	63746.0	UPV	36.792811	-76.665751	PJM	VA	51	Virginia	2020	20800.0	15000.0	1.3866666666666667	Tracking	['Single']		195.0	4.3490769406		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	10207	Eastern	distribution-primary	Eastern
Electric City Solar	64097.0	UPV	41.765531	-85.424622	PJM	MI	26	Michigan	2020	18900.0	15000.0	1.26	Tracking	['Single']		180.0	3.830466895		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	21516	Eastern	distribution-primary	Eastern
Elk Hill Solar 2 (aka Upton)	63768.0	UPV	39.799589	-77.81156	PJM	PA	42	Pennsylvania	2020	17500.0	15000.0	1.1666666666666667	Tracking	['Single']		180.0	3.9869680365		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	7941	Eastern	distribution-primary	Eastern
Twittys Creek Solar	63077.0	UPV	37.023181	-78.581041	PJM	VA	51	Virginia	2020	17400.0	13800.0	1.2608695652173911	Tracking	['Single']		180.0	4.3406691781		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	9315	Eastern	distribution-primary	Eastern
Monroe Solar Farm (Hoffman Station Road Solar)	63451.0	UPV	40.314251	-74.424471	PJM	NJ	34	New Jersey	2020	14900.0	13000.0	1.146153846153846	Fixed Tilt	['Fixed']	15.0	180.0	3.9714148402		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	5502	Eastern	distribution-primary	Eastern
Danville Farm	63965.0	UPV	36.592261	-79.297841	PJM	VA	51	Virginia	2020	15900.0	12000.0	1.325	Tracking	['Single']		180.0	4.3585666667		PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	9524	Eastern	distribution-primary	Eastern
Trask East Solar	62346.0	UPV	32.470801	-80.751362	Southeast (non-ISO)	SC	45	South Carolina	2020	17000.0	12000.0	1.4166666666666667	Tracking	['Single']		180.0	4.7326472603		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	11588	Eastern	distribution-primary	Eastern
GD Hopkinton Main I	63893.0	UPV	41.438941	-71.778251	ISO-NE	RI	44	Rhode Island	2020	13100.0	10600.0	1.2358490566037736	Fixed Tilt	['Fixed']	20.0	180.0	3.922613242		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	2157	Eastern	distribution-primary	Eastern
Catan Solar	64079.0	UPV	28.871642	-97.696941	ERCOT	TX	48	Texas	2020	13500.0	10000.0	1.35	Tracking	['Single']		180.0	4.7589538813		PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	40661	Texas	distribution-primary	Texas
Firwood Solar	63331.0	UPV	45.379421	-122.231672	West (non-ISO)	OR	41	Oregon	2020	15200.0	10000.0	1.52	Tracking	['Single']		179.0	3.4777038813		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	35720	Western	distribution-primary	Western
Duus Solar (Pollinator Solar) 	63330.0	UPV	45.318362	-122.330901	West (non-ISO)	OR	41	Oregon	2020	15200.0	10000.0	1.52	Tracking	['Single']		179.0	3.5412917808		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	35719	Western	distribution-primary	Western
Fort Rock IV (Obsidian Solar Energy Center)	63926.0	UPV	43.395071	-120.951751	West (non-ISO)	OR	41	Oregon	2020	15100.0	10000.0	1.51	Tracking	['Single']		180.0	4.6202906393		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	35729	Western	distribution-primary	Western
Riley	63925.0	UPV	43.556731	-119.677236	West (non-ISO)	OR	41	Oregon	2020	15300.0	10000.0	1.53	Tracking	['Single']		180.0	4.5749527397		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	35752	Western	distribution-primary	Western
OR Solar 2 (Agate Bay Solar)	61200.0	UPV	42.521841	-122.828031	West (non-ISO)	OR	41	Oregon	2020	12800.0	10000.0	1.28	Tracking	['Single']		180.0	4.4900844749		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	35616	Western	distribution-primary	Western
Solar Hagerstown (aka Holcim Hagerstown)	62912.0	UPV	39.647771	-77.678021	PJM	MD	24	Maryland	2020	13220.0	10000.0	1.322	Tracking	['Single']		180.0	4.0336531963		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	9017	Eastern	distribution-primary	Eastern
Yemassee Solar	62353.0	UPV	32.708227	-80.911107	Southeast (non-ISO)	SC	45	South Carolina	2020	14200.0	10000.0	1.42	Tracking	['Single']		180.0	4.6516655251		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	11833	Eastern	distribution-primary	Eastern
Fort Rock Solar I (Obsidian Solar Energy Center)	63636.0	UPV	43.318184	-121.005162	West (non-ISO)	OR	41	Oregon	2020	14900.0	9900.0	1.505050505050505	Tracking	['Single']		180.0	4.6536655251		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	35729	Western	distribution-primary	Western
Crawfordsville 5 Solar Park	62793.0	UPV	40.013241	-86.858691	MISO	IN	18	Indiana	2020	13235.0	9800.0	1.3505102040816326	Tracking	['Single']		180.0	3.9820675799		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	21847	Eastern	distribution-primary	Eastern
Lakehurst Solar	63503.0	UPV	40.024848	-74.31082	PJM	NJ	34	New Jersey	2020	14400.0	9600.0	1.5	Fixed Tilt	['Fixed']	20.0	180.0	4.005403653		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	5734	Eastern	distribution-primary	Eastern
HWY 158 PV	63566.0	UPV	36.424171	-77.07451	PJM	NC	37	North Carolina	2020	12000.0	9000.0	1.3333333333333333	Tracking	['Single']		180.0	4.3886335616		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	11114	Eastern	distribution-primary	Eastern
Dane County Airport Solar	64080.0	UPV	43.160591	-89.327357	MISO	WI	55	Wisconsin	2020	11400.0	9000.0	1.2666666666666666	Tracking	['Single']		180.0	3.8425271689		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	24879	Eastern	distribution-primary	Eastern
Franklin Solar	63149.0	UPV	40.725121	-75.059591	PJM	NJ	34	New Jersey	2020	9996.75	8800.0	1.1359943181818182	Fixed Tilt	['Fixed']	25.0	180.0	3.916502968		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	5498	Eastern	distribution-primary	Eastern
Sierra Pacific Industries (2042-RD)	63416.0	UPV	40.121567	-122.193089	CAISO	CA	6	California	2020	11030.0	8400.0	1.313095238095238	Fixed Tilt	['Fixed']	25.0	181.0	4.9518714612		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	35870	Western	distribution-primary	Western
Pohatcong Solar Farm	63150.0	UPV	40.669743	-75.164836	PJM	NJ	34	New Jersey	2020	9993.0	8000.0	1.249125	Fixed Tilt	['Fixed']	25.0	180.0	3.9320136986		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	5889	Eastern	distribution-primary	Eastern
Blackville Solar Farm, LLC	61918.0	UPV	33.348545	-81.264107	Southeast (non-ISO)	SC	45	South Carolina	2020	10050.0	7200.0	1.3958333333333337	Tracking	['Single']		160.0	4.6337719178		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	11580	Eastern	distribution-primary	Eastern
Scottsburg Solar Park	62766.0	UPV	38.661999	-85.78554	MISO	IN	18	Indiana	2020	9748.0	7100.0	1.3729577464788731	Tracking	['Single']		190.0	4.1153477169		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	22561	Eastern	distribution-primary	Eastern
Richmond Solar Park 4	62791.0	UPV	39.864208	-84.928333	PJM	IN	18	Indiana	2020	9343.0	7050.0	1.3252482269503547	Tracking	['Single']		180.0	3.9641847032		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	22635	Eastern	distribution-primary	Eastern
Cardinal Solar	63973.0	UPV	34.199824	-79.38586	Southeast (non-ISO)	SC	45	South Carolina	2020	10100.0	7020.0	1.4387464387464388	Tracking	['Single']			4.5947945205		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	11936	Eastern	distribution-primary	Eastern
Troupsburg	64525.0	UPV	42.025532	-77.557207	NYISO	NY	36	New York	2020	8700.0	7000.0	1.2428571428571429	Fixed Tilt	['Fixed']	30.0	180.0	3.7473043379		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	8120	Eastern	distribution-primary	Eastern
Hopkins Hill CSG	63136.0	UPV	41.615731	-71.568071	ISO-NE	RI	44	Rhode Island	2020	9600.0	6680.0	1.437125748502994	Fixed Tilt	['Fixed']	25.0	180.0	3.8928730594		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	2071	Eastern	distribution-primary	Eastern
Solvay Solar (West Deptford Solar Farm)	63452.0	UPV	39.848571	-75.210211	PJM	NJ	34	New Jersey	2020	7900.0	6500.0	1.2153846153846155	Tracking	['Single']		161.0	4.0214910959		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	5412	Eastern	distribution-primary	Eastern
Omtanke Solar	63756.0	UPV	33.132131	-80.262391	Southeast (non-ISO)	SC	45	South Carolina	2020	8500.0	6500.0	1.3076923076923077	Fixed Tilt	['Fixed']	20.0	200.0	4.6213303653		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	11630	Eastern	distribution-secondary	Eastern
Blue Star (Part of Phoenix Solar Portfolio)	62332.0	UPV	39.313525	-75.831286	PJM	MD	24	Maryland	2020	7700.0	6000.0	1.2833333333333334	Tracking	['Single']		181.0	4.1143070776		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	8829	Eastern	distribution-primary	Eastern
Denmark Solar	62211.0	UPV	33.349376	-81.142089	Southeast (non-ISO)	SC	45	South Carolina	2020	8600.0	6000.0	1.4333333333333331	Tracking	['Single']		180.0	4.6267253425		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	11580	Eastern	distribution-primary	Eastern
Owlville Creek Solar	63341.0	UPV	43.078701	-75.782881	NYISO	NY	36	New York	2020	6723.27	5001.0	1.344385122975405	Tracking	['Single']		180.0	3.6631739726		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	4327	Eastern	distribution-primary	Eastern
Owlville Creek Solar 2	63340.0	UPV	43.078281	-75.777511	NYISO	NY	36	New York	2020	6473.52	5001.0	1.2944451109778043	Tracking	['Single']		180.0	3.6631739726		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	4327	Eastern	distribution-primary	Eastern
Choctaw Nation Solar Farm	63499.0	UPV	33.971291	-96.434041	SPP	OK	40	Oklahoma	2020	6100.0	5001.0	1.219756048790242	Tracking	['Single']		180.0	4.6402262557		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	31523	Eastern	distribution-primary	Eastern
Chickasaw Nation Solar Farm	63500.0	UPV	34.478941	-97.105951	SPP	OK	40	Oklahoma	2020	6100.0	5001.0	1.219756048790242	Tracking	['Single']		180.0	4.666266895		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	31970	Eastern	distribution-primary	Eastern
Middleton Municipal Airport Solar (Morey Field)	62731.0	UPV	43.11626	-89.53245	MISO	WI	55	Wisconsin	2020	6300.0	5001.0	1.259748050389922	Tracking	['Single']		180.0	3.8450328767		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	24910	Eastern	distribution-primary	Eastern
28 Livermore Hill Road Solar	64014.0	UPV	42.551417	-71.949833	ISO-NE	MA	25	Massachusetts	2020	6367.14	5001.0	1.2731733653269346	Fixed Tilt	['Fixed']	20.0	180.0	3.8039949772		PV	['c-Si']	True	2020	2.24	-1.0		False	[]	False	1856	Eastern	distribution-primary	Eastern
Finchville Solar Hybrid CSG	62999.0	UPV	41.455281	-74.549381	NYISO	NY	36	New York	2020	6814.125	5001.0	1.3625524895020995	Fixed Tilt	['Fixed']	25.0	220.0	3.843753653		PV	['c-Si']	True	2020	1.92	-1.0	Lithium Ion	False	[]	False	2997	Eastern	distribution-primary	Eastern
Breckenridge Solar	64432.0	UPV	42.174791	-72.311262	ISO-NE	MA	25	Massachusetts	2020	5400.0	5001.0	1.0797840431913617	Fixed Tilt	['Fixed']	25.0	180.0	3.8037358447		PV	['c-Si']	True	2020	2.2	4.7	Lithium Ion	False	[]	False	1494	Eastern	distribution-primary	Eastern
